DATE;TIME;Radiação Solar;Temp_solo;Chuva Acumulada;Pressão_Atm;Temperatura.Ar;Umidade.Relativa;Vel.Vento_REG1;Dir.Vento_REG1
20/04/2026;14:46:19;639,60;25,77;363,20;902,42;28,17;55,22;0,00;121,99
20/04/2026;14:56:19;84,06;25,78;363,20;902,41;27,85;55,40;0,00;138,86
20/04/2026;15:06:19;511,62;25,77;363,20;902,32;28,47;53,68;0,00;163,82
20/04/2026;15:16:19;95,86;25,78;363,20;902,27;27,93;55,10;1,25;112,50
20/04/2026;15:26:19;477,01;25,77;363,20;902,24;26,43;59,15;0,00;129,02
20/04/2026;15:36:19;437,51;25,77;363,20;902,26;27,96;53,15;3,43;165,23
20/04/2026;15:46:19;385,55;25,77;363,20;902,22;28,17;51,31;3,10;131,13
20/04/2026;15:56:19;338,06;25,77;363,20;902,12;28,04;52,46;4,14;176,83
20/04/2026;16:06:19;306,27;25,77;363,20;902,14;27,91;54,63;0,00;116,01
20/04/2026;16:16:19;295,56;25,77;363,20;902,10;28,13;54,15;0,40;145,54
20/04/2026;16:26:19;227,95;25,77;363,20;902,12;27,55;53,87;3,88;106,17
20/04/2026;16:36:19;175,03;25,77;363,20;902,20;27,20;54,28;0,00;122,69
20/04/2026;16:46:19;145,13;25,79;363,20;902,18;26,93;55,26;0,00;163,82
20/04/2026;16:56:19;154,95;25,80;363,20;902,25;26,89;56,79;0,00;103,71
20/04/2026;17:06:19;88,16;25,80;363,20;902,34;26,64;59,35;1,40;125,85
20/04/2026;17:16:19;49,99;25,79;363,20;902,50;25,75;62,31;0,00;126,91
20/04/2026;17:26:19;25,29;25,79;363,20;902,50;25,15;64,71;0,00;93,86
20/04/2026;17:36:19;7,00;25,79;363,20;902,50;24,47;67,37;0,00;118,12
20/04/2026;17:46:19;1,98;25,76;363,20;902,45;23,82;69,35;0,00;107,22
20/04/2026;17:56:19;0,33;25,77;363,20;902,52;23,44;69,71;0,00;114,96
20/04/2026;18:06:19;0,13;25,77;363,20;902,55;23,21;71,00;0,00;98,78
20/04/2026;18:16:19;0,11;25,77;363,20;902,59;22,84;71,87;0,00;118,82
20/04/2026;18:26:19;0,12;25,77;363,20;902,73;22,42;74,12;0,00;121,99
20/04/2026;18:36:19;0,12;25,77;363,20;902,86;22,19;74,28;0,00;131,83
20/04/2026;18:46:19;0,10;25,77;363,20;902,98;22,19;74,30;0,00;114,25
20/04/2026;18:56:19;0,12;25,78;363,20;903,12;22,08;74,73;0,00;130,78
20/04/2026;19:06:19;0,12;25,78;363,20;903,23;21,98;75,16;0,00;121,99
20/04/2026;19:16:19;0,11;25,77;363,20;903,34;21,79;75,71;0,00;139,92
20/04/2026;19:26:19;0,10;25,77;363,20;903,46;21,64;76,40;0,00;101,60
20/04/2026;19:36:19;0,11;25,77;363,20;903,56;21,58;76,55;0,00;90,70
20/04/2026;19:46:19;0,12;25,77;363,20;903,66;21,49;76,79;0,00;100,19
20/04/2026;19:56:19;0,11;25,76;363,20;903,75;21,49;76,79;0,00;110,03
20/04/2026;20:06:19;0,11;25,77;363,20;903,87;21,29;77,31;0,00;122,69
20/04/2026;20:16:19;0,11;25,77;363,20;903,94;21,27;77,37;0,00;93,86
20/04/2026;20:26:19;0,11;25,77;363,20;904,03;21,23;77,50;0,00;98,78
20/04/2026;20:36:19;0,11;25,77;363,20;904,13;21,15;77,85;0,00;103,35
20/04/2026;20:46:19;0,12;25,78;363,20;904,23;21,20;77,80;0,00;96,67
20/04/2026;20:52:32;0,10;25,78;363,20;904,19;21,14;78,06;0,00;110,74
20/04/2026;21:02:32;0,10;25,76;363,20;904,22;21,13;78,22;0,00;130,07
20/04/2026;21:12:32;0,12;25,77;363,20;904,30;20,96;78,88;0,00;114,96
20/04/2026;21:22:32;0,12;25,77;363,20;904,36;20,85;79,41;0,00;144,84
20/04/2026;21:32:32;0,12;25,76;363,20;904,38;20,95;79,30;0,00;151,17
20/04/2026;21:42:32;0,11;25,77;363,20;904,27;20,87;79,69;0,00;100,54
20/04/2026;21:52:32;0,13;25,77;363,20;904,30;20,74;80,24;0,00;142,38
20/04/2026;22:02:32;0,14;25,77;363,20;904,38;20,65;80,73;0,00;119,17
20/04/2026;22:12:32;0,11;25,77;363,20;904,40;20,69;80,95;0,33;101,25
20/04/2026;22:22:32;0,12;25,76;363,20;904,46;20,72;80,87;0,00;82,61
20/04/2026;22:32:32;0,12;25,76;363,20;904,51;20,66;80,98;0,00;116,36
20/04/2026;22:42:32;0,11;25,77;363,20;904,43;20,48;81,22;0,00;108,28
20/04/2026;22:52:32;0,11;25,77;363,20;904,34;20,49;80,99;0,00;155,74
20/04/2026;23:02:32;0,11;25,76;363,20;904,31;20,39;81,20;3,02;110,74
20/04/2026;23:12:32;0,12;25,76;363,20;904,24;20,16;81,78;2,37;128,67
20/04/2026;23:22:32;0,11;25,76;363,20;904,18;19,98;82,29;1,14;118,47
20/04/2026;23:32:32;0,12;25,76;363,20;904,09;19,88;82,56;0,00;105,11
20/04/2026;23:42:32;0,12;25,76;363,20;904,04;19,83;82,67;0,00;127,96
20/04/2026;23:52:32;0,11;25,76;363,20;904,04;19,65;83,13;2,49;126,56
21/04/2026;00:02:32;0,10;25,76;363,20;903,93;19,53;83,29;1,50;77,69
21/04/2026;00:12:32;0,12;25,76;363,20;904,00;19,50;83,37;2,84;127,26
21/04/2026;00:22:32;0,10;25,76;363,20;904,08;19,39;83,59;1,23;108,63
21/04/2026;00:32:32;0,11;25,76;363,20;903,93;19,40;83,61;2,67;115,31
21/04/2026;00:42:32;0,11;25,76;363,20;903,96;19,47;83,48;2,15;121,99
21/04/2026;00:52:32;0,11;25,76;363,20;903,98;19,18;84,12;2,63;139,57
21/04/2026;01:02:32;0,11;25,76;363,20;903,96;19,02;84,47;1,90;110,03
21/04/2026;01:12:32;0,11;25,75;363,20;903,90;18,94;84,74;1,46;130,07
21/04/2026;01:22:32;0,12;25,76;363,20;903,78;18,65;85,22;1,90;115,31
21/04/2026;01:32:32;0,12;25,76;363,20;903,61;18,50;85,79;2,32;108,28
21/04/2026;01:42:32;0,11;25,75;363,20;903,45;18,53;85,99;2,74;127,96
21/04/2026;01:52:32;0,12;25,76;363,20;903,35;18,40;86,53;2,62;142,03
21/04/2026;02:02:32;0,11;25,76;363,20;903,26;18,44;86,72;3,04;133,24
21/04/2026;02:12:32;0,11;25,76;363,20;903,21;18,35;87,15;2,35;168,39
21/04/2026;02:22:32;0,13;25,76;363,20;903,22;18,40;87,44;5,85;133,94
21/04/2026;02:32:32;0,10;25,77;363,20;903,30;18,40;87,69;2,90;175,07
21/04/2026;02:42:32;0,12;25,75;363,20;903,36;18,39;87,88;1,15;152,57
21/04/2026;02:52:32;0,10;25,76;363,20;903,40;18,35;88,17;3,07;153,63
21/04/2026;03:02:32;0,12;25,75;363,20;903,54;18,33;88,51;3,86;94,92
21/04/2026;03:12:32;0,12;25,75;363,20;903,62;18,29;88,89;3,56;120,58
21/04/2026;03:22:32;0,11;25,75;363,20;903,63;18,28;89,19;3,60;97,03
21/04/2026;03:32:32;0,12;25,76;363,20;903,58;18,22;89,50;3,02;155,03
21/04/2026;03:42:32;0,11;25,75;363,20;903,67;18,14;89,76;3,50;121,28
21/04/2026;03:52:32;0,10;25,75;363,20;903,70;18,14;89,98;2,45;159,60
21/04/2026;04:02:32;0,13;25,75;363,20;903,69;18,29;90,10;3,44;126,56
21/04/2026;04:12:32;0,12;25,75;363,20;903,72;18,24;89,88;2,20;129,72
21/04/2026;04:22:32;0,11;25,75;363,20;903,75;18,32;89,99;2,77;152,92
21/04/2026;04:32:32;0,12;25,75;363,20;903,82;18,39;89,82;4,27;80,15
21/04/2026;04:42:32;0,11;25,75;363,20;903,94;18,39;89,43;3,39;125,15
21/04/2026;04:52:32;0,10;25,75;363,20;903,96;18,30;89,11;3,82;114,25
21/04/2026;05:02:32;0,11;25,75;363,20;904,06;18,15;89,15;4,30;106,17
21/04/2026;05:12:32;0,10;25,75;363,20;904,01;18,02;89,29;2,88;111,44
21/04/2026;05:22:32;0,09;25,75;363,20;904,14;17,89;89,44;3,76;120,93
21/04/2026;05:32:32;0,15;25,76;363,20;904,29;17,78;89,57;3,06;130,42
21/04/2026;05:42:32;0,76;25,75;363,20;904,34;17,70;89,70;4,12;114,60
21/04/2026;05:52:32;4,56;25,75;363,20;904,49;17,63;89,85;4,20;123,39
21/04/2026;06:02:32;14,72;25,75;363,20;904,56;17,66;90,12;2,86;130,07
21/04/2026;06:12:32;22,11;25,75;363,20;904,58;17,76;90,25;3,77;128,67
21/04/2026;06:22:32;82,41;25,75;363,20;904,73;17,83;90,02;4,52;112,50
21/04/2026;06:32:32;130,80;25,75;363,20;904,76;18,02;89,95;5,19;123,75
21/04/2026;06:42:32;239,45;25,74;363,20;904,98;18,23;89,52;3,84;83,67
21/04/2026;06:52:32;271,27;25,77;363,20;905,11;18,49;88,76;3,34;113,20
21/04/2026;07:02:32;285,09;25,75;363,20;905,29;18,81;87,86;5,20;90,35
21/04/2026;07:12:32;333,57;25,75;363,20;905,37;18,93;87,21;4,23;125,15
21/04/2026;07:22:32;320,95;25,75;363,20;905,60;19,09;86,09;6,66;104,06
21/04/2026;07:32:32;268,61;25,76;363,20;905,79;19,46;85,92;5,49;92,10
21/04/2026;07:42:32;258,80;25,77;363,20;905,84;19,74;85,18;6,85;124,45
21/04/2026;07:52:32;527,80;25,76;363,20;905,95;20,15;84,08;5,87;123,39
21/04/2026;08:02:32;471,91;25,77;363,20;905,89;20,45;82,71;4,77;153,28
21/04/2026;08:12:32;551,73;25,77;363,20;905,92;20,35;82,34;4,74;134,64
21/04/2026;08:22:32;589,83;25,77;363,20;905,92;20,74;81,34;3,25;141,67
21/04/2026;08:32:32;632,54;25,77;363,20;906,00;20,90;81,08;5,30;93,51
21/04/2026;08:42:32;775,80;25,77;363,20;906,10;21,06;81,04;4,26;130,78
21/04/2026;08:52:32;848,44;25,77;363,20;906,26;21,61;79,89;4,92;72,07
21/04/2026;09:02:32;815,97;25,77;363,20;906,37;21,30;80,46;3,50;134,64
21/04/2026;09:12:32;755,27;25,77;363,20;906,45;22,03;77,08;3,80;94,21
21/04/2026;09:22:32;282,37;25,77;363,20;906,51;22,19;76,85;5,20;87,53
21/04/2026;09:32:32;815,91;25,77;363,20;906,43;22,20;76,82;2,96;71,36
21/04/2026;09:42:32;970,91;25,77;363,20;906,54;22,57;76,11;4,25;99,49
21/04/2026;09:52:32;868,59;25,77;363,20;906,47;22,75;74,70;5,68;113,90
21/04/2026;10:02:32;899,81;25,77;363,20;906,42;23,09;74,75;4,72;113,20
21/04/2026;10:12:32;1009,36;25,78;363,20;906,43;23,40;74,69;3,37;149,06
21/04/2026;10:22:32;950,48;25,77;363,20;906,29;23,45;73,32;2,41;157,85
21/04/2026;10:32:32;961,67;25,77;363,20;906,23;23,92;70,60;6,74;101,60
21/04/2026;10:42:32;955,82;25,78;363,20;906,18;24,30;71,42;2,25;119,88
21/04/2026;10:52:32;969,65;25,79;363,20;906,10;24,15;69,81;5,95;85,78
21/04/2026;11:02:32;995,72;25,78;363,20;906,09;24,12;70,30;5,73;98,08
21/04/2026;11:12:32;291,91;25,78;363,20;905,84;24,83;67,85;3,56;158,20
21/04/2026;11:22:32;1025,97;25,78;363,20;905,66;25,00;69,20;2,80;178,24
21/04/2026;11:32:32;998,23;25,79;363,20;905,50;24,93;67,97;4,09;95,27
21/04/2026;11:42:32;783,02;25,79;363,20;905,36;25,31;67,63;6,30;114,25
21/04/2026;11:52:32;1050,66;25,77;363,20;905,29;25,57;64,57;3,82;139,92
21/04/2026;12:02:32;1004,56;25,76;363,20;905,34;25,33;64,98;8,17;104,76
21/04/2026;12:12:32;1008,19;25,76;363,20;905,30;25,96;62,99;6,40;100,89
21/04/2026;12:22:32;947,51;25,76;363,20;905,02;26,10;64,41;2,29;85,78
21/04/2026;12:32:32;924,11;25,76;363,20;905,01;26,11;61,56;3,71;130,07
21/04/2026;12:42:32;857,17;25,76;363,20;904,89;26,15;61,35;4,02;132,18
21/04/2026;12:52:32;873,07;25,76;363,20;904,71;26,39;60,68;5,56;97,73
21/04/2026;13:02:32;881,37;25,76;363,20;904,57;26,05;60,70;4,17;116,36
21/04/2026;13:12:32;846,54;25,76;363,20;904,47;26,54;58,53;5,13;116,71
21/04/2026;13:22:32;817,95;25,77;363,20;904,32;26,13;58,58;7,39;122,34
21/04/2026;13:32:32;806,74;25,77;363,20;904,20;26,47;58,88;3,44;83,32
21/04/2026;13:42:32;804,70;25,77;363,20;904,09;26,40;58,82;2,74;50,97
21/04/2026;13:52:32;786,37;25,77;363,20;903,89;26,58;59,50;3,46;96,32
21/04/2026;14:02:32;734,40;25,77;363,20;903,90;26,54;59,48;1,82;95,27
21/04/2026;14:12:32;388,43;25,76;363,20;903,73;26,83;57,32;3,24;151,52
21/04/2026;14:22:32;700,19;25,76;363,20;903,73;26,71;56,64;5,80;108,98
21/04/2026;14:32:32;411,18;25,77;363,20;903,53;26,92;57,32;0,40;125,85
21/04/2026;14:42:32;658,10;25,77;363,20;903,49;26,68;58,00;2,21;74,88
21/04/2026;14:52:32;598,62;25,77;363,20;903,44;26,67;57,97;6,04;82,96
21/04/2026;15:02:32;559,48;25,77;363,20;903,37;26,57;57,96;0,60;106,52
21/04/2026;15:12:32;405,29;25,77;363,20;903,28;26,31;59,29;3,80;137,46
21/04/2026;15:22:32;114,89;25,77;363,20;903,30;26,51;58,77;3,96;94,21
21/04/2026;15:32:32;431,80;25,77;363,20;903,27;26,28;59,26;0,39;90,00
21/04/2026;15:42:32;401,05;25,76;363,20;903,31;26,45;60,09;1,86;80,50
21/04/2026;15:52:32;344,46;25,76;363,20;903,37;26,06;60,85;4,54;72,42
21/04/2026;16:02:32;283,66;25,76;363,20;903,37;26,05;58,14;4,23;113,20
21/04/2026;16:12:32;237,53;25,76;363,20;903,37;25,81;60,41;0,57;112,85
21/04/2026;16:22:32;227,04;25,76;363,20;903,48;25,58;60,70;4,35;102,65
21/04/2026;16:32:32;190,83;25,77;363,20;903,45;25,35;61,60;0,00;112,50
21/04/2026;16:42:32;157,39;25,81;363,20;903,57;25,29;61,37;0,00;47,46
21/04/2026;16:52:32;130,02;25,79;363,20;903,55;25,08;62,48;0,00;90,70
21/04/2026;17:02:32;90,46;25,81;363,20;903,61;24,88;62,38;0,00;79,10
21/04/2026;17:12:32;68,50;25,81;363,20;903,66;24,49;63,67;0,00;131,83
21/04/2026;17:22:32;45,57;25,80;363,20;903,59;24,12;65,47;0,00;105,11
21/04/2026;17:32:32;19,40;25,79;363,20;903,66;23,55;67,11;0,00;110,39
21/04/2026;17:42:32;5,21;25,77;363,20;903,68;23,00;69,09;0,00;136,40
21/04/2026;17:52:32;1,11;25,77;363,20;903,72;22,61;70,41;0,00;132,89
21/04/2026;18:02:32;0,17;25,78;363,20;903,81;22,36;71,47;0,00;133,59
21/04/2026;18:12:32;0,10;25,78;363,20;903,78;22,07;72,54;0,00;135,00
21/04/2026;18:22:32;0,11;25,79;363,20;903,84;21,80;73,80;0,00;104,06
21/04/2026;18:32:32;0,12;25,78;363,20;903,93;21,62;74,47;0,00;136,05
21/04/2026;18:42:32;0,12;25,78;363,20;903,97;21,47;75,22;0,00;105,46
21/04/2026;18:52:32;0,12;25,78;363,20;904,06;21,39;75,55;0,00;143,43
21/04/2026;19:02:32;0,10;25,77;363,20;904,21;21,42;75,55;0,00;94,57
21/04/2026;19:12:32;0,12;25,78;363,20;904,28;21,30;76,24;0,00;65,74
21/04/2026;19:22:32;0,12;25,78;363,20;904,42;21,10;76,94;0,00;123,39
21/04/2026;19:32:32;0,12;25,78;363,20;904,51;20,92;77,77;0,35;117,42
21/04/2026;19:42:32;0,12;25,78;363,20;904,61;20,81;77,96;0,00;91,75
21/04/2026;19:52:32;0,11;25,78;363,20;904,71;20,85;77,88;0,00;101,60
21/04/2026;20:02:32;0,13;25,77;363,20;904,90;20,83;77,96;0,00;125,15
21/04/2026;20:12:32;0,13;25,77;363,20;904,96;20,96;77,73;0,00;126,21
21/04/2026;20:22:32;0,12;25,77;363,20;905,00;20,83;78,29;0,00;130,07
21/04/2026;20:32:32;0,12;25,77;363,20;905,06;20,63;78,98;0,00;95,27
21/04/2026;20:42:32;0,11;25,76;363,20;905,16;20,42;79,68;0,00;116,01
21/04/2026;20:52:32;0,11;25,76;363,20;905,29;20,30;80,06;0,00;106,87
21/04/2026;21:02:32;0,11;25,77;363,20;905,41;20,26;80,22;0,00;131,13
21/04/2026;21:12:32;0,12;25,77;363,20;905,40;20,20;80,59;0,00;111,44
21/04/2026;21:22:32;0,12;25,77;363,20;905,49;20,13;80,89;0,00;103,71
21/04/2026;21:32:32;0,12;25,76;363,20;905,55;20,13;81,00;0,00;122,34
21/04/2026;21:42:32;0,11;25,76;363,20;905,57;20,27;80,56;0,00;118,47
21/04/2026;21:52:32;0,12;25,76;363,20;905,54;19,89;81,51;0,00;80,15
21/04/2026;22:02:32;0,11;25,76;363,20;905,51;19,74;81,83;0,00;126,21
21/04/2026;22:12:32;0,12;25,76;363,20;905,56;19,74;81,83;0,00;108,98
21/04/2026;22:22:32;0,10;25,76;363,20;905,52;19,56;82,05;0,00;91,75
21/04/2026;22:32:32;0,11;25,76;363,20;905,55;19,50;82,01;0,00;121,99
21/04/2026;22:42:32;0,15;25,76;363,20;905,47;19,74;81,19;0,46;122,34
21/04/2026;22:52:32;0,10;25,77;363,20;905,52;19,66;81,19;0,00;83,32
21/04/2026;23:02:32;0,10;25,76;363,20;905,48;19,38;81,75;0,00;107,57
21/04/2026;23:12:32;0,11;25,76;363,20;905,44;19,22;82,08;0,00;81,21
21/04/2026;23:22:32;0,10;25,76;363,20;905,39;19,09;82,38;0,00;78,75
21/04/2026;23:32:32;0,10;25,75;363,20;905,29;19,05;82,65;0,00;148,00
21/04/2026;23:42:32;0,11;25,76;363,20;905,16;19,09;82,74;0,00;95,97
21/04/2026;23:52:32;0,11;25,76;363,20;905,19;19,17;82,57;0,00;53,08
22/04/2026;00:02:32;0,11;25,77;363,20;905,13;19,06;82,82;0,50;46,40
22/04/2026;00:12:32;0,13;25,76;363,20;905,05;18,81;83,32;0,00;98,08
22/04/2026;00:22:32;0,10;25,75;363,20;904,97;18,66;83,70;0,00;64,68
22/04/2026;00:32:32;0,10;25,76;363,20;904,87;18,47;84,07;0,00;137,81
22/04/2026;00:42:32;0,11;25,76;363,20;904,84;18,57;84,19;0,00;126,91
22/04/2026;00:52:32;0,11;25,76;363,20;904,78;18,49;84,38;0,00;105,82
22/04/2026;01:02:32;0,11;25,76;363,20;904,78;18,40;84,68;0,00;115,31
22/04/2026;01:12:32;0,13;25,75;363,20;904,69;18,36;84,96;0,00;124,10
22/04/2026;01:22:32;0,11;25,76;363,20;904,66;18,30;85,11;2,91;116,71
22/04/2026;01:32:32;0,11;25,76;363,20;904,57;18,34;85,09;2,47;137,46
22/04/2026;01:42:32;0,12;25,75;363,20;904,57;18,21;85,50;1,67;90,35
22/04/2026;01:52:32;0,13;25,75;363,20;904,52;18,05;85,90;1,81;89,29
22/04/2026;02:02:32;0,12;25,76;363,20;904,52;17,93;86,27;1,67;98,08
22/04/2026;02:12:32;0,11;25,76;363,20;904,56;17,88;86,66;2,95;149,06
22/04/2026;02:22:32;0,11;25,75;363,20;904,54;17,83;86,93;3,93;133,59
22/04/2026;02:32:32;0,11;25,76;363,20;904,58;17,85;87,04;1,71;116,01
22/04/2026;02:42:32;0,12;25,75;363,20;904,63;17,87;87,07;3,09;101,25
22/04/2026;02:52:32;0,11;25,76;363,20;904,65;17,77;87,31;2,58;139,21
22/04/2026;03:02:32;0,10;25,75;363,20;904,66;17,79;87,31;2,00;106,52
22/04/2026;03:12:32;0,12;25,75;363,20;904,64;17,79;87,36;2,12;117,42
22/04/2026;03:22:32;0,12;25,76;363,20;904,57;17,72;87,50;2,36;93,16
22/04/2026;03:32:32;0,12;25,76;363,20;904,66;17,67;87,44;1,18;84,02
22/04/2026;03:42:32;0,10;25,76;363,20;904,68;17,64;86,96;3,48;108,98
22/04/2026;03:52:32;0,11;25,75;363,20;904,68;17,54;86,03;1,82;136,75
22/04/2026;04:02:32;0,12;25,75;363,20;904,66;17,40;86,48;1,69;92,46
22/04/2026;04:12:32;0,09;25,75;363,20;904,68;17,40;86,57;1,82;105,46
22/04/2026;04:22:32;0,12;25,75;363,20;904,77;17,30;86,96;3,43;111,09
22/04/2026;04:32:32;0,11;25,75;363,20;904,87;17,19;87,24;2,11;87,53
22/04/2026;04:42:32;0,13;25,77;363,20;904,72;17,01;87,55;3,33;118,12
22/04/2026;04:52:32;0,11;25,77;363,20;904,72;17,01;87,47;1,95;112,14
22/04/2026;05:02:32;0,10;25,76;363,20;904,73;16,96;87,25;2,80;119,53
22/04/2026;05:12:32;0,11;25,76;363,20;904,81;16,85;87,13;1,46;132,89
22/04/2026;05:22:32;0,11;25,76;363,20;904,91;16,74;86,93;2,42;156,79
22/04/2026;05:32:32;0,15;25,76;363,20;905,03;16,69;86,62;2,28;121,28
22/04/2026;05:42:32;0,80;25,76;363,20;905,05;16,59;86,55;2,01;96,67
22/04/2026;05:52:32;3,66;25,76;363,20;905,22;16,45;86,69;1,50;121,28
22/04/2026;06:02:32;10,49;25,76;363,20;905,33;16,45;86,72;3,07;150,82
22/04/2026;06:12:32;17,34;25,75;363,20;905,55;16,42;86,93;2,17;124,80
22/04/2026;06:22:32;37,60;25,77;363,20;905,79;16,71;86,76;2,28;130,07
22/04/2026;06:32:32;172,52;25,76;363,20;905,86;17,05;86,21;2,31;111,44
22/04/2026;06:42:32;210,81;25,76;363,20;905,91;17,58;85,20;2,94;132,18
22/04/2026;06:52:32;247,38;25,77;363,20;906,06;17,99;84,66;5,32;114,60
22/04/2026;07:02:32;263,64;25,76;363,20;906,34;18,33;84,20;4,79;135,35
22/04/2026;07:12:32;304,44;25,77;363,20;906,44;18,67;83,65;1,08;73,82
22/04/2026;07:22:32;341,36;25,77;363,20;906,56;18,86;83,45;5,69;126,91
22/04/2026;07:32:32;390,78;25,78;363,20;906,64;19,28;82,78;2,36;109,68
22/04/2026;07:42:32;430,16;25,77;363,20;906,77;19,61;81,91;6,05;133,59
22/04/2026;07:52:32;470,70;25,77;363,20;906,92;19,91;81,04;3,08;104,41
22/04/2026;08:02:32;514,41;25,77;363,20;906,98;20,10;80,67;3,34;117,42
22/04/2026;08:12:32;562,36;25,78;363,20;907,19;20,34;79,92;2,12;115,31
22/04/2026;08:22:32;553,63;25,78;363,20;907,35;20,31;79,51;5,57;116,01
22/04/2026;08:32:32;715,10;25,78;363,20;907,48;21,03;78,06;3,81;104,06
22/04/2026;08:42:32;206,09;25,78;363,20;907,57;20,60;78,61;5,88;144,14
22/04/2026;08:52:32;775,05;25,79;363,20;907,61;21,27;78,89;4,31;124,80
22/04/2026;09:02:32;772,71;25,78;363,20;907,62;21,47;76,66;3,22;138,16
22/04/2026;09:12:32;864,25;25,78;363,20;907,67;21,67;77,30;3,78;144,14
22/04/2026;09:22:32;803,36;25,79;363,20;907,61;21,90;75,62;3,72;79,45
22/04/2026;09:32:32;829,44;25,79;363,20;907,63;21,94;76,60;4,94;118,47
22/04/2026;09:42:32;636,60;25,79;363,20;907,71;22,52;74,30;3,30;106,87
22/04/2026;09:52:32;1016,90;25,79;363,20;907,66;22,34;75,21;4,63;132,89
22/04/2026;10:02:32;935,83;25,79;363,20;907,57;22,52;74,41;5,18;102,65
22/04/2026;10:12:32;1027,71;25,79;363,20;907,50;22,83;73,73;1,17;110,03
22/04/2026;10:22:32;616,97;25,78;363,20;907,53;22,88;72,93;6,63;95,62
22/04/2026;10:32:32;1021,02;25,79;363,20;907,44;23,49;70,76;3,12;130,07
22/04/2026;10:42:32;1092,35;25,80;363,20;907,26;24,06;69,70;6,31;114,60
22/04/2026;10:52:32;371,59;25,78;363,20;907,15;23,85;69,07;3,58;120,58
22/04/2026;11:02:32;636,90;25,78;363,20;906,99;23,26;70,97;3,18;146,25
22/04/2026;11:12:32;1069,63;25,78;363,20;906,85;24,00;70,43;4,30;120,58
22/04/2026;11:22:32;1080,32;25,78;363,20;906,67;24,60;67,85;1,84;108,98
22/04/2026;11:32:32;1074,79;25,78;363,20;906,56;23,89;68,03;5,08;126,56
22/04/2026;11:42:32;1058,68;25,78;363,20;906,36;24,75;65,11;5,71;125,15
22/04/2026;11:52:32;297,20;25,77;363,20;906,18;24,64;67,24;5,13;88,94
22/04/2026;12:02:32;745,39;25,77;363,20;905,98;24,68;66,47;3,93;106,17
22/04/2026;12:12:32;1101,56;25,77;363,20;905,99;25,05;65,50;6,46;131,13
22/04/2026;12:22:32;184,88;25,78;363,20;905,82;25,27;63,42;4,49;141,32
22/04/2026;12:32:32;1016,31;25,78;363,20;905,70;25,44;64,54;2,44;105,11
22/04/2026;12:42:32;1000,92;25,77;363,20;905,55;25,29;64,30;4,85;139,57
22/04/2026;12:52:32;750,02;25,78;363,20;905,39;25,51;63,05;2,87;158,55
22/04/2026;13:02:32;965,38;25,77;363,20;905,23;25,72;61,93;5,69;98,78
22/04/2026;13:12:32;981,32;25,77;363,20;905,13;25,90;62,44;0,00;129,72
22/04/2026;13:22:32;949,60;25,77;363,20;905,07;25,74;61,93;5,21;113,55
22/04/2026;13:32:32;876,18;25,78;363,20;904,89;25,76;60,38;7,39;143,78
22/04/2026;13:42:32;852,65;25,77;363,20;904,72;26,25;59,70;2,78;120,58
22/04/2026;13:52:32;874,32;25,78;363,20;904,57;26,17;59,67;5,07;124,80
22/04/2026;14:02:32;568,30;25,78;363,20;904,34;26,31;60,06;3,74;114,96
22/04/2026;14:12:32;776,94;25,78;363,20;904,21;26,58;59,50;2,41;111,09
22/04/2026;14:22:32;739,19;25,78;363,20;904,09;26,19;58,79;4,78;113,90
22/04/2026;14:32:32;517,46;25,78;363,20;903,96;26,12;59,35;4,85;86,48
22/04/2026;14:42:32;653,20;25,78;363,20;903,84;26,32;57,91;3,28;147,65
22/04/2026;14:52:32;527,08;25,78;363,20;903,69;26,31;57,82;3,02;132,53
22/04/2026;15:02:32;569,74;25,78;363,20;903,70;25,95;58,88;5,22;106,17
22/04/2026;15:12:32;440,73;25,78;363,20;903,56;26,15;58,56;3,52;112,85
22/04/2026;15:22:32;388,14;25,78;363,20;903,47;26,53;58,35;1,84;97,03
22/04/2026;15:32:32;439,25;25,78;363,20;903,34;26,28;57,29;2,37;100,19
22/04/2026;15:42:32;423,41;25,78;363,20;903,38;26,11;58,41;3,37;99,49
22/04/2026;15:52:32;361,43;25,78;363,20;903,53;26,05;58,91;0,00;120,93
22/04/2026;16:02:32;308,76;25,78;363,20;903,58;26,17;60,32;0,00;100,19
22/04/2026;16:12:32;264,82;25,78;363,20;903,60;25,84;59,14;0,00;86,83
22/04/2026;16:22:32;223,48;25,78;363,20;903,69;25,67;59,23;0,45;150,46
22/04/2026;16:32:32;183,29;25,78;363,20;903,77;25,37;60,40;0,92;126,91
22/04/2026;16:42:32;146,02;25,83;363,20;903,84;25,07;60,96;3,71;158,55
22/04/2026;16:52:32;113,56;25,84;363,20;903,89;24,90;61,92;0,00;111,09
22/04/2026;17:02:32;82,78;25,83;363,20;903,94;24,51;63,52;0,00;96,32
22/04/2026;17:12:32;54,82;25,83;363,20;903,99;24,14;64,98;0,00;126,56
22/04/2026;17:22:32;33,50;25,83;363,20;904,07;23,79;66,54;0,00;110,39
22/04/2026;17:32:32;15,57;25,83;363,20;904,11;23,15;68,38;0,00;98,08
22/04/2026;17:42:32;3,91;25,82;363,20;904,11;22,47;70,16;0,00;119,17
22/04/2026;17:52:32;0,90;25,82;363,20;904,17;22,10;71,15;0,00;131,48
